company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
同欣電,6271,11.86,12.32,11.78,13.4,13.46,10.53,11.61,18.12,18.32,16.69,16.79,19.97,19.78,17.84,18.41,18.77,15.1,11.36,11.46
台燿,6274,6.49,7,7.08,5.82,5.89,5.64,5.4,5.58,5.34,5.05,4.35,5.13,5.05,4.85,4.54,4.01,4.26,4.35,4.64
元山,6275,2.85,3.11,1.99,0.52,1.15,0.94,0.23,1.27,1.48,1.67,-1.17,0.5,0.2,1.24,1.45,0.44,0.04,0.27,0.92
安鈦克,6276,-9.17,-11.3,-8.01,-9.33,-6.37,-5.26,-2.77,2.63,2.67,3.08,4.29,2.9,3.35,5.46,8,12.51,13.28,19.77,-18.22
宏正,6277,16.42,16,17.87,14.72,14.92,14.35,16.82,15.86,16.09,15.64,15.32,16.54,16.43,16.28,15.47,11.39,11.02,12.88,13.08
台表科,6278,1.89,1.77,2.97,2.88,3.02,3.12,3.58,3.6,3.33,2.9,1.68,3.97,3.74,3.58,3.96,3.04,2.9,2.87,2.92
胡連,6279,20.15,19.08,18.94,23.59,24.35,23.41,21.9,24.05,22.63,23.09,26.32,21.99,20.57,22.46,24.93,17.28,15.44,16.21,18.75
全國電,6281,3.25,3.67,4.32,2.63,2.83,3.19,3.7,2.68,2.86,3.19,3.69,2.82,2.98,3.63,4.11,3.59,3.74,4.26,4.84
康舒,6282,2.79,3.08,3.14,3.22,3.28,2.12,2.21,4.58,4.63,4.42,3.71,5.06,4.95,5.41,5.42,4.32,4.39,3.91,2.29
淳安,6283,7.44,4.29,5.4,1.58,1.61,4.6,6.48,-39.29,-38.48,-23.87,-20.8,-9.08,-3.9,1.29,1.9,-9.33,-5.79,-7.69,-14.8
佳邦,6284,1.22,-3.3,-7.44,2.92,4.52,3.85,14.16,3.08,2.84,3.3,1.55,1.73,1.36,1.33,2.7,-5.24,0.34,0.16,-0.95
啟碁,6285,3.86,3.49,3.9,3.78,3.87,3.56,4.01,3.41,3.37,3.39,3,4.14,4.43,3.94,3.47,3.28,3.44,3.36,3.27
元隆,6287,-21.43,-26.66,-31.08,-36.79,-35.43,-38.84,-43.4,-48.78,-60.65,-74.7,-125.28,-48.75,-43.84,-52.24,-74.9,-46.76,-37.11,-40.92,-66.36
華上,6289,-92.07,-72.38,-55.62,-213.32,-190.33,-185.03,-191.42,-209.44,-82.92,-52.16,-83.54,-151.42,-104.91,-114.88,-154.7,-37.74,-33.79,-45.9,-40.94
良維,6290,5.2,5.05,7.22,4.02,2.2,0.26,1.57,5.03,3.47,3.2,5.34,4.07,2.76,3.02,3.94,3.37,3.73,3.22,4.48
沛亨,6291,-4.45,-7.03,-16.83,-15.86,-14.8,-12.2,-19.43,-12.46,-9.75,-12.21,-14.74,-18.75,-17.61,-17.07,-17.79,-19.29,-19.57,-22.62,-23.92
迅德,6292,9.98,8.53,7.66,6.92,8.05,9.22,8.42,11.12,7.9,8.56,6.32,9.11,9.55,9.25,11.7,8.8,8.66,8.61,9.62
智基,6294,32.36,34.87,32.3,18.15,18.01,21.08,14.65,1.24,2.26,3.26,2.56,3.07,2.08,7.77,9.49,33.25,41.87,54.36,92.8
崴強,6298,7.04,4.24,3.97,2.97,5.27,3.85,3.74,6.69,6,4.99,6.26,5.83,4.29,3.54,6.44,4.69,5.39,3.9,4.14
通訊-KY,6404,-22.36,-20.74,-17.22,6.62,11.65,12.38,11.22,13.55,14.89,12.59,7.55,27.35,20.71,23.41,20.34,21.94,,,
悅城,6405,-6.86,-7.94,-10.52,0.83,5.67,3.53,4.71,19.15,20,18.79,16.69,18.79,19.54,17.98,21.65,21.73,,20.95,
旭隼,6409,17.23,17.88,16.36,17.62,17.65,15.83,15.11,14.81,14.42,13.89,13.61,11.12,10.91,11.36,12.09,10.92,,10.87,
晶焱,6411,9.25,9.52,7.92,9.07,7.26,3.81,4.63,9.26,9.19,5.88,1.69,11.24,10.85,9.7,5.06,11.25,,13.7,
群電,6412,2.81,3.73,3.17,4.33,3.75,3.51,2.4,4.16,3.98,3.48,2.39,3.2,3.72,2.99,2.06,3.86,,2.87,
樺漢,6414,10.11,10.71,10.79,9.73,9.91,9.04,8.72,11.53,11.78,12.31,11.73,12.01,11.67,12.19,10.54,7.67,,7.89,
矽力-KY,6415,19.34,18.65,18.11,25.55,23.7,23.7,22.49,24.47,24.39,24.85,20.33,25.41,24.57,24.58,25.31,28.29,,,
韋僑,6417,8.36,7.46,6.82,8.38,8.02,5.57,3.59,7.04,6.84,6.27,8.02,2.19,,1.26,,5.68,,7.46,
京晨科,6419,-12.33,-19.07,-25.08,0.38,5.92,4.94,0.99,3.18,5.32,2.94,12.52,22.27,25.62,27.56,32.41,16.2,,17.8,
君耀-KY,6422,10.66,10.14,8.24,10.87,10.37,10,9.6,10.98,11.07,11.47,10.32,8,7.42,6.52,3.38,11.06,,,
統新,6426,10.86,12.07,4.83,8.56,17.62,13.21,16.24,15.75,18.03,17.03,25.8,12.85,14.19,16.26,14.35,26.67,,,
光麗-KY,6431,-111.98,-114.87,-57.48,-49.85,-27.3,-34.61,-30.33,7.36,10.81,13.59,8.81,12.24,18.21,17.28,,14.26,,,
今展科,6432,4.17,4.82,4.26,6.5,6.82,4.21,4,6.44,6.27,4.24,,5.8,,,,4.77,,,
大中,6435,7.06,7.13,8.39,6.88,5.83,4.8,6.44,7.62,7.96,7.51,,8.54,,10.47,,5.99,,,
光聖,6442,6.37,7.31,5.68,7.36,7.31,5.29,6.97,5.94,4.79,3,5.74,3.59,,3.71,,2.88,,2.76,
元晶,6443,0.54,5.56,8.92,2.47,0.67,-0.94,2.15,2.76,,6.84,,5.51,,-1.12,,-29.58,,-19.85,
藥華醫,6446,"-15,784.82","-13,812.33","-32,614.26","-7,362.16","-6,960.69","-6,797.32","-13,468.10","-6,387.44","-4,825.04","-4,078.07",,-820.09,,-273.83,,-899.09,,,
鈺邦,6449,11.17,11.31,8.43,14.32,14.69,13.15,13.8,13.56,13.04,13.26,14.84,8.89,,6.47,,5.84,,4.14,
訊芯-KY,6451,21.39,25.4,22.16,18.62,17.79,13.82,13.68,17.18,16.7,19.09,17.47,22.87,,,,22.34,,,
康友-KY,6452,20.53,20.8,22.22,23.36,21.58,20.87,20.67,19.42,20.11,20.15,22.69,18.11,17.15,17.03,,17.83,,,
GIS-KY,6456,2.57,0.98,1.8,2.36,1.94,0.46,0.25,1.76,1.51,0.77,0.58,2.87,3.45,,,1.09,,,
紘康,6457,8.93,8.84,8.21,11.81,13.26,11.36,9.51,9.17,9.7,7.8,5.27,7.95,,,,9.66,,,
神盾,6462,-8.32,-24.26,-52.46,-16.76,-7.09,-61.32,-59.12,-506.14,-524.07,-539.71,-394.96,-86.37,,,,-146.14,,,
台數科,6464,26.61,27.34,27.05,28.3,31.19,31.82,33.65,30.58,32.74,32.05,,26.1,,,,28.19,,,
威潤,6465,20.32,23.61,21.84,23.31,21.54,19.47,20.44,20.9,18.73,18.19,,21.8,,23.26,,12.74,,,
大樹,6469,3.28,3.05,3.18,3.59,2.71,2.29,1.37,5.77,,5.43,,5.99,,5.34,,3.71,,,
宇智,6470,6.77,7.2,6.14,8.67,9.19,6.62,8.44,8.49,7.35,6.99,5.92,5.3,,,,-0.52,,,
安集,6477,-9.36,1.52,2.37,6.57,7.66,6.52,7.54,9.66,,6.26,,8.82,,6.1,,-5.67,,,
弘煜科,6482,5.83,7.68,8.96,16.34,23.94,22.84,16.82,24.53,,42.04,,42.72,,,,16.9,,,
點序,6485,14.79,14.52,14.06,9.68,9.47,7.38,5.22,8.47,,8.93,,8.95,,5.55,,1.88,,,
互動,6486,6.77,6.69,5.45,7,4.62,5.44,7.77,9.37,,7.4,,10.27,,6.41,,11.11,,,
環球晶,6488,9.39,9.8,7.88,13.35,13.41,12.3,11.76,13.16,12.95,12.58,14.69,12.69,,,,6.98,,,
九齊,6494,9.91,10.96,6.55,7.49,7.74,5.13,-2.93,8.51,,9.63,,8.67,,9.63,,7.45,,,
科懋,6496,11.2,7.94,6.7,11.58,11.47,11.46,11.82,13.42,,12.73,,15.16,,19.17,,18.79,,,
益安,6499,,,,,,,,,,,,,,,,,,,
南六,6504,8.98,8.58,8.12,9.82,9.97,10.32,10.12,7.86,7.85,7.92,7.7,8.25,8.08,6.49,6.49,5.32,5.08,5.3,
台塑化,6505,13.45,13.67,8.39,7.51,7.26,7.61,0.72,0.99,3.07,3.16,3.33,2.88,2.94,2.27,3.87,0.3,0.12,-2.02,1.86
雙邦,6506,10.87,12.78,15.85,5.74,6.14,7.84,7.87,3.65,4.55,6.01,5.7,2.61,3.1,3.91,3.19,1.38,2.63,4.34,5.95
惠光,6508,7.29,8.13,9.48,7.09,8,7.69,6.86,8.88,9.44,9.52,10.49,7.12,7.38,7.62,7.17,6.72,7.68,8.67,8.08
聚和,6509,2.86,4.51,4.82,5.1,5.52,5.02,5.89,2.13,1.84,1.63,0.63,3.57,4.73,4.18,4.16,2.47,2.84,2.61,0.63
精測,6510,24.31,22.85,22.13,23.97,24.08,21.21,21.23,18.44,,12.7,,7.93,,7.03,,7.14,,,
啟發電,6512,12.09,13.48,13.3,13.59,12.55,9.42,,18.79,,17.05,,14.96,,13.28,,18.51,,,
芮特-KY,6514,6.31,5.03,0.82,12.67,14.37,10.92,13.09,-20.06,-57.8,,,9.24,,,,12.31,,,
達爾膚,6523,26.73,27.77,28.62,26.4,23.63,17.12,25.78,36.1,,,,26.57,,,,31.08,,,
捷敏-KY,6525,17.66,18.59,18.81,19.92,18.17,16.45,15.73,16.93,18.82,18.04,,9.58,,,,,,,
愛普,6531,10.19,14.73,17.64,17.89,17,11.35,,25.34,,,,21.72,,,,15.67,,,
瑞耘,6532,8.47,6.73,8.71,17.36,19.28,16.81,,12.27,,,,2.14,,,,-4.67,,,
順藥,6535,"-1,399.32",-790.97,,"-2,472.65",,,,,,,,,,,,"8,456.88",,,
倉和,6538,9.82,12.4,15.25,16.62,14,13.46,,15.41,,,,16.52,,,,15.52,,,
隆中,6542,4.16,4.91,5.93,3.16,0.21,-6.08,,1.22,,,,-16.46,,,,-15.49,,,
長華科,6548,9.91,12.73,18.33,15.46,13.55,10.83,,15.9,,,,6.27,,,,-11.7,,,
中美冠科-KY,6554,6.83,1.29,-9.06,6.4,0.6,5.24,-10.46,-25.3,,-15.29,,-42.09,,,,,,,
醫揚,6569,11.58,11.64,9.11,12.74,13.44,12.16,,10.8,,,,6.71,,,,5.55,,,
富強鑫,6603,4.47,5.36,6.39,1.4,2.18,2.42,3.32,3.04,2.13,0.46,0.73,1.82,2.67,1.39,1.7,1.2,2.41,2.29,1.71
帝寶,6605,6.4,8.01,9.86,10.29,11,7.79,8.13,11.26,10.59,10.22,11.71,9.76,9.54,11.2,12.4,8.18,8.26,8.2,9.74
瀧澤科,6609,1.65,2.57,2.3,6.99,7.15,4.1,4.04,9.61,9.83,9.38,11.02,7.26,6.89,5.57,3.43,4.81,5.27,5.11,3.64
興航,6702,-24.97,-20.61,-13.71,-10.92,-6.19,-5.4,-2.14,2.31,2.91,2.43,1.67,1.09,-0.89,-3.23,-4.71,1,2.04,0.95,-0.93
崑鼎,6803,31.89,34.12,43.13,20.56,22.1,21.6,20.18,20.3,21.4,20.55,19.37,19.43,21.1,20.77,19.35,18.95,19.89,18.58,16.77
邑錡,7402,6.78,6.94,6.36,12.07,13.24,14.99,16.62,10.7,,3.34,,3.7,,-5.22,,2.66,,,
台通,8011,-2.73,-4.7,-5.84,-4.9,-6.56,0.47,3.92,1.06,2.99,6.7,13.85,6.67,7.66,8.51,4.66,9.01,8.07,5.93,5.97
矽創,8016,10.53,10.2,10.59,9.13,8.91,8.39,9.42,9.46,8.9,8.59,9.11,6.21,5.81,5.49,5.24,6.24,6.46,6.81,6.18
尖點,8021,7.65,6.96,7.18,11.13,10.55,9.64,9.29,11.52,10.92,9.82,9.51,10.73,11.3,11.01,10.29,11.6,10.33,8.61,8.56
佑華,8024,1.21,1.69,-11.92,1.39,0.97,1.22,-3.83,6.63,5.92,7.84,6.1,3.91,4.99,5.09,-5.23,2.23,4.02,3.21,-9.03
鈦昇,8027,-8.47,-11.86,-23.05,0.18,1.56,1.1,3.76,5.86,5.7,1.4,-4.05,1.91,,4.62,,5.84,,7.97,
光菱,8032,2.38,2.5,2.37,3.1,3.42,2.39,1.99,4.52,4.46,5.06,4.88,4.38,4.71,4.94,4.66,2.34,2.43,2.12,1.3
雷虎,8033,-10.89,-8.31,0.23,-21.85,-11.99,-9.49,-30.19,-15.23,-13.97,-11.38,-14.29,0.82,-14.13,-15.96,-20.7,-15.93,-12.21,-12.52,-13.35
榮群,8034,-30.5,-40,-28.95,-5.97,-6.1,-8.37,-4.01,-2.62,-11.87,-6.94,6.67,-5.22,-4.08,-6.84,-30.85,-13.57,-9.83,-13.89,-9.16
長園科,8038,-17.71,3.58,1.15,-116.38,-169.45,-214.16,-232.19,-143.27,-142.76,-116.81,-118.52,-70.02,-64.7,-83.23,-87,-20.85,,13.52,
台虹,8039,4.98,4.82,4.87,6.89,7.95,6.5,6.77,8.74,9.14,8.4,7.95,10.11,10,9.26,8.36,7.7,8.6,9.05,8.48
九暘,8040,-7.82,-1.4,-1.55,-9.49,-12.47,-12.49,-10.8,-14.15,-15.69,-15.76,-14.84,-11.9,-12.24,-10.25,-12.77,-6.06,-7.76,-4.46,1.61
金山電,8042,16.97,14.72,16.15,13.3,11.6,12.88,15.49,16.03,16.64,17.25,16.02,17.88,17.92,17.79,16.87,16.74,16.22,15.28,15.69
蜜望實,8043,2.41,3.74,3.3,2.52,2.93,1.08,1.77,3.38,3.19,3.5,6.87,3.75,4.18,3.75,5.4,2.55,2.23,2.56,1.04
網家,8044,3.49,3.77,4.3,3.73,3.64,3.67,4.16,3.83,3.77,3.75,3.89,3.36,3.29,3.28,3.22,2.85,2.67,2.8,2.98
南電,8046,-6.54,-3.66,-4.2,2.88,4.23,3.38,7.01,4.62,4.99,4.87,0.13,-2.58,-2.77,-4.1,-5.88,-6.94,-3.41,-2.3,0.17
星雲,8047,3.03,0.71,-2.39,3.29,3.71,4.82,5.93,4.52,5.63,6.47,4.35,4.17,3.26,3.44,0.23,3.14,4.25,2.16,-0.52
德勝,8048,8.18,8.61,9.77,11.28,12.01,9.39,8,9.82,8.68,8.92,11.97,7.97,7.5,7.47,6.51,7.06,8.32,9.8,9.47
晶采,8049,10.59,11.6,8.72,9.28,9.48,7.94,7.17,5.92,5.36,6.56,7.6,4.52,3.65,5,2.64,-7.16,-3.23,-4.29,-6.79
廣積,8050,14.75,15.51,14.97,11.71,11.58,9.39,13.01,11.12,10.61,11.02,11.11,9.35,9.38,8.42,9.56,10.4,11,10.71,9.37
安國,8054,1.96,4.17,-3.28,0.42,0.45,0.35,1.75,2.67,2.88,3.5,6.84,5.53,3.36,3.43,1.92,6.45,8.06,9.05,12.08
凱碩,8059,0.06,0.01,7.89,5.47,6.42,6.47,6.79,6.36,7,7.33,8.27,-0.67,-1.37,-2.99,-2.32,-4.32,-6.29,-10.1,-12.39
東捷,8064,1.81,-0.81,-2.35,2.15,1.83,1.41,1.59,9.02,9.17,7.77,8.81,6.17,6.62,4.81,5.58,-19.06,-9.41,-21.29,-36.14
來思達,8066,3.97,3.68,3.02,3.88,3.97,4.15,3.09,2.04,1.36,0.84,0.16,1.37,1.21,1.06,-0.16,2.65,-16.7,-700,-133.92
志旭,8067,-2.45,-2.05,-1.4,-2.73,-0.17,-1.29,0.2,-0.89,-2.41,-2.6,-3.04,-4.6,-3.95,-4.28,-0.32,-1.89,0.84,0.85,-3.76
全達,8068,3.26,1.73,-0.45,0.66,0.57,0.87,0.52,1.24,0.66,0.08,-0.02,-2.29,-3.13,-3.35,-4.48,-4.41,-5.1,-4.43,-4.81
元太,8069,10,8.92,-10.52,4.27,-2.36,-17.09,-43.26,0.4,-7.96,-14.15,-33.09,-0.19,-8.34,-20.84,-10.87,-4.06,-13.16,-20.77,-21.84
長華,8070,8.58,9.4,14.58,7.79,8.32,11.4,5.49,1.68,0.92,1.57,2.86,3.1,3.84,3.65,5.04,4.34,3.47,2.62,2.41
能率豐,8071,-0.8,-0.41,-3.24,0.2,0.56,2.34,5.71,1.05,0.95,0.91,2.3,5.48,6.52,7.8,2.76,5.33,5.84,5.81,18.74
陞泰,8072,3.92,5.15,4.89,9.09,10.17,7.96,6.22,15.18,14.52,15.25,19.09,19.58,23.86,24.45,24.68,22.54,23.94,23.34,21.2
鉅橡,8074,12.46,12.76,11.94,12.38,12.25,10.44,9.15,9.15,8.3,7.16,7.95,9.37,7.86,5.72,4,7.05,7.08,6.94,5.19
伍豐,8076,7.56,5.56,2.16,7.17,7.32,5.16,5.47,12.15,12.75,9.53,7.76,8.46,6.4,3.86,0.91,7.07,7.27,9.33,14.83
洛碁,8077,-12.13,-13.17,-4.71,-3.64,1.21,37.26,51.84,29.68,32.43,53.94,74.13,-16.46,-18.48,-28.73,-27.71,-51,-54.99,-58.44,-63.54
奧斯特,8080,-4.99,-2.05,-12.13,-31.15,-20.04,-16.39,-12.35,-3.4,-2.96,-4,-3.17,7.29,12.59,-4.75,-5.31,0.08,-2.33,-1.36,-2.07
致新,8081,10.1,9.91,10.22,12.4,12.56,10.2,12.5,15.1,15.29,14.15,16.44,13.61,13.98,13.67,13.7,15,15.42,14.98,12.47
瑞穎,8083,26.32,26.34,26.93,24.89,24.55,23.52,25.34,24.31,24.04,23.74,25.68,20.36,20.58,20.4,21.89,17.42,17.49,17.42,16.72
巨虹,8084,0.23,0.2,-1.6,-1.27,-5.15,-4.98,-7.38,0.73,-0.22,-0.8,0.64,0.59,0.57,1.26,1.68,-0.32,-0.66,0.1,0.72
福華,8085,12.23,-10.29,-16.87,-10.2,-7.95,-9.03,-4.08,0.5,2.13,2.83,0.72,-6.76,-6.06,-5.44,-3.43,-7.51,-7.02,-6.14,-4.76
宏捷科,8086,17.61,20.27,23.24,24.59,24.63,23.7,23.26,14.04,8.71,2.9,-6.69,-6.95,-5.91,-1.01,-8.14,0.32,2.46,2.16,-1.58
華鎂鑫,8087,3.05,1.6,1.96,-5.51,-5.94,-8.15,-12.12,-3.19,-6.3,-6.59,12.13,-18.78,-5.91,-10.34,2.27,2.89,1.36,1.62,3.88
品安,8088,2.89,4.52,3.36,4.81,4.37,2.19,3.19,3.41,2.61,2.26,2,6.13,7.46,9.08,10.97,1.4,-0.23,0.7,2.98
翔名,8091,9.52,8.47,8.96,12.21,15.46,14.56,12.12,17.85,17.91,17.03,16.98,17.39,17.48,17.77,17.21,20.49,20.45,20.48,18.64
建暐,8092,-4.96,-4.14,-0.48,-7.22,-3.47,-2.12,4.57,1.03,0.85,0.55,0.11,0.04,-0.27,0.07,-7.52,1.46,2.72,1.81,2.94
保銳,8093,4.03,4.39,6.3,-6.49,-7.54,-25.56,-17.97,-8.42,-5.42,-0.94,6.9,-4.94,-6.21,-11.14,-11.68,-10.45,-11.24,-10.29,-14.04
擎亞,8096,-0.49,0.01,0.01,0.47,0.5,0.02,0.04,0.02,-0.35,-0.48,-1.11,-1.61,-0.99,-0.1,0.37,0.76,0.92,1.35,1.15
常珵,8097,29.04,51.62,84.76,-51.56,-34.55,-34.75,-15.75,-51.27,-41.62,-41.01,-20.61,-43.25,-23.13,-19.58,-16.38,0.96,3.47,7.72,7.49
大世科,8099,2.17,2.19,1.94,2.52,2.51,2.34,1.6,3.18,2.86,2.91,2.63,3.59,4.31,4.82,6.18,2.66,3.16,3.48,3.67
華冠,8101,-5.67,-5.12,-3.81,-1.76,-1.6,-1.68,-1.41,0.68,0.09,0.04,1.2,0.45,0.56,-0.19,-0.58,-2.37,-2.7,-1.48,-1.19
瀚荃,8103,7.73,6.87,4.32,3.69,3.68,9.72,11.37,13.89,14.01,12.3,13.17,10.92,10.55,10.23,10.81,13.86,15.1,15.54,16.26
凌巨,8105,4.22,5.91,4.6,4.13,4.28,0.03,-1.77,0.66,1.04,0.53,1.6,-5.26,-7.56,-9.64,-9.92,-4.69,-0.34,1.12,-0.09
大億科,8107,15.16,15.7,13.91,11.32,9.06,4.3,6.24,20.65,25.63,29.99,5.02,-24.27,-6.95,-7.82,-4.07,-2.04,-1.81,-6.1,-10.35
博大,8109,28.11,32.98,30.44,35.43,37.07,22.08,17.46,35.67,31.84,29,36.02,34.86,33.62,32.63,30.71,24.11,24.39,22.43,20.26
華東,8110,2.01,0.44,-4.03,1.81,1.02,-2.4,-2.44,8.74,8.88,7.46,4.42,3.63,3.81,2.54,0.69,-2.75,-3.75,-8.7,7.29
立碁,8111,-8.86,-9.03,-12.14,-11.71,-10.59,-12.35,-15.74,-12.09,-13.13,-18.23,-11.52,-11.14,-8.55,-9.99,-15,-28.23,-26.72,-31.77,-38.65
至上,8112,1.19,1.12,0.71,0.56,0.51,0.5,0.2,0.68,0.78,0.67,0.59,0.41,0.59,0.83,0.85,0.31,0.3,0.1,0.05
振樺電,8114,16.11,19.25,16.5,20.47,21.35,19,16.92,20.76,20.84,20.84,20.83,18.49,18.09,17.48,16.19,16,15.45,15.4,13.63
越峰,8121,-16.86,-16.9,-23.07,-20.85,-16.71,-14.63,-11.56,-4.48,-4.63,-4.51,-5.72,-7.58,-9.42,-9.09,-8.57,-2.28,-2.05,-1.63,-1.79
福懋科,8131,11.65,10.55,11.4,12.87,12.4,11.62,12.22,9.17,7.57,7.45,6.23,1.3,0.08,1.77,2.09,2.73,2.98,3.37,2.04
正淩,8147,6.41,5.82,5.4,9.53,9.69,8.81,10.34,8.43,8.69,8.38,10.47,5.28,5.38,7.5,8.9,5.29,5.97,4.49,
南茂,8150,6.35,7.02,7.38,11.41,12.11,12.12,14.04,17.43,17.1,17.11,25.4,13.96,11.58,11.1,10.54,6.29,,1.56,
博智,8155,8.97,9.82,9.54,6.06,4.98,4.9,8.66,7.48,6.67,7.74,8.55,6.62,5.61,5.91,6.61,8.68,9.59,8.09,3.62
達方,8163,2.16,1.39,1.14,3.19,3.73,0.57,0.67,0.36,0.01,-0.72,-2.57,0.02,-0.18,0.01,0.62,0.85,0.79,0.76,0.56
天宇,8171,-7.65,-5.24,-6.36,-5.23,-3.8,-6.98,-8,-0.93,0.2,-0.01,3.67,-3.84,-3.31,-2.35,-3.34,-1.03,-1.85,-3.06,-5.5
智捷,8176,0.25,0.72,-1.02,-1.1,-4.54,-7.93,-6.6,-32.1,-23.69,-22.95,-26.63,-8.99,-7.15,-5.2,-14.9,5.63,10.3,11.31,
加高,8182,2.16,1.63,2.94,3.68,3.64,2.03,3.01,4.72,5.09,3.8,5.26,2.73,2.24,2.16,2.52,0.38,0.39,0.11,-2.44
精星,8183,2.11,0.31,-1.3,-2.95,-2.85,-4.31,-4.31,1.87,2.42,3.04,5.78,-1.12,-2.14,-2.07,-2.2,-1.22,-2.44,-3.27,-4.72
無敵,8201,-11.66,-6.27,8.99,-25.46,-14.91,-14.61,-7.34,-17.01,-8,-8.61,-1.75,-27.6,-11.24,-6.96,6.14,-29.5,-14.19,-10.99,-2.58
勤誠,8210,10.72,10.79,9.48,11.37,10.58,9.69,8.63,12.1,13.21,15.5,14.09,9.18,9.1,9.52,9.29,12.14,11.57,11.33,10.52
志超,8213,3.8,3.17,3.72,5.44,5.69,5.72,6.28,7.68,7.87,7.13,6.57,7.31,7.24,7.75,7.4,8.43,8.44,7.76,7.45
明基材,8215,-4.99,-2.3,-2.39,3.46,4.32,4.84,5.66,6.42,7.02,8.45,9.44,7.84,7.32,6.21,3.77,-7.27,-9.1,-8.49,-9.16
寶一,8222,7.57,9.15,10.1,9.69,9.68,7.74,6.78,5.5,5.18,4.15,2.7,5.75,,6.33,,5.29,,5.35,
新漢,8234,3.11,3.66,3.27,3.53,2.95,1.67,0.16,9.05,10.89,6.53,5.83,4.23,4.11,5.52,6.18,5.49,4.93,5.32,3.59
華宏,8240,-3.93,-4.08,-2.19,0.09,-0.36,-0.77,0.46,1.67,2.35,2.5,2.69,0.83,1.27,0.87,0.31,2.58,2.76,2.9,3.42
菱光,8249,6.62,4.48,2.05,6.04,7.19,5.72,5.16,5.74,6.38,5.49,5.43,3.96,3.47,1.85,1.24,3.16,3.92,3.29,1.77
朋程,8255,14.55,16.53,15.84,17.24,17.61,15.67,15.83,17.15,16.71,16.66,17.9,18.16,14.76,14.56,13.06,11.21,10.44,10.84,11.32
富鼎,8261,5.56,8.5,2.2,6.08,8.69,8.89,11.35,8.41,6.23,4.61,6.38,-5.81,-2.55,-2.73,-3.64,-8.58,0.82,0.04,1.2
宇瞻,8271,5.09,5.04,6.07,3.09,2.99,3.06,2.79,4.81,4.77,4.85,5.08,4.55,4.61,5.86,6.6,5.21,5.4,5.63,5.35
商丞,8277,-18.32,-21.8,-27.4,-21.87,-27.95,-43.63,-65.64,-4.27,1.62,0.89,1.29,4.31,4.37,3.69,4.69,0.29,1.1,3.21,4.99
生展,8279,12.16,10.89,8.75,10.39,11.78,11.65,9.63,6.26,,5.44,,5.29,,13.77,,8.19,,0.02,
英格爾,8287,1.76,1.48,0.9,1.48,1.4,0.73,0.8,1.61,1.56,1.47,2.06,1.7,1.78,2.14,1.83,0.73,0.84,0.69,1.91
泰藝,8289,1.53,1.49,-0.24,3.32,4.09,0.98,-1.31,4.26,4.24,3.89,6.88,3.53,3.3,4.07,3.21,-0.69,-0.44,-1.81,-3.69
尚茂,8291,-9.34,-8.56,-7.78,-15.32,-13.65,-12.4,-13.5,-14.59,-13.93,-13.45,-12.75,-15.77,-11.66,-9.84,-9.85,-15.36,-9.27,-7.64,-8.15
群聯,8299,10.17,9.05,8.94,10.42,10.21,9.37,9.86,8.47,9.57,10.21,12.42,11.36,14.22,18.03,25.51,7.82,8.13,6.59,10.08
日友,8341,33.01,32.77,31.27,31.61,30.55,29.36,24.89,24.41,24.34,21.89,,24.41,,24.53,,14.97,,13.63,
恒耀,8349,6.22,6.19,6.12,6.87,7.5,8.47,8.88,6.79,6.45,7.35,8.2,6.22,5.7,5.38,4.89,4.3,4.6,4.52,4.07
冠好,8354,2.99,5.21,0.26,7.98,11.35,5,4.13,8.73,8.85,12.42,8.16,16.96,19.79,29.13,62.57,15.84,11.01,15.15,-3.05
金居,8358,8.59,6.73,4.63,-5.58,-5.41,-7.31,-7.64,-7.91,-6.94,-6.91,-4.85,-3.34,-2.1,-1.52,0.58,-2.08,-1.43,0.47,-0.77
羅昇,8374,0.39,-0.97,-2.65,-3.94,-3.6,-1.14,-4.13,-3.02,-0.02,-0.63,-1.67,0.48,0.73,0.96,-1.53,-0.39,0.77,0.81,0.1
千附,8383,16.2,16.76,17.47,13.37,13.63,11.89,14.86,11.82,12.25,12.51,15.44,7.63,7.32,8.23,7.98,7.12,9.89,8.61,1.25
金益鼎,8390,0.18,1.39,2.17,-5.3,-1.29,-0.33,-0.65,0.33,0.69,0.34,-1.15,-0.38,-0.37,-0.76,0.55,1.96,1.97,1.82,3.57
白紗科,8401,-2.53,1.45,-2.34,3.37,2.12,3.51,-0.28,7.23,5.79,7.62,6.54,-4.23,-8.17,-12.22,-16.8,4.08,3.41,4.74,2.65
盛弘,8403,6.15,5.67,5.1,10.85,14.23,17.71,27.9,5.75,6.57,6.29,5.34,5.05,4.28,3.04,1.43,4.1,4.19,4.01,6.21
百和興業-KY,8404,14.66,16.48,17.16,15.66,15.91,16.74,16.7,10.86,10.84,11.59,10.24,9.31,9.86,10.64,9.45,8.06,6.86,6.98,7.45
金可-KY,8406,25.05,23.91,23.6,25.69,25.79,26.55,24.36,25.02,26.58,26.43,24.76,29.11,29.43,27.9,25.37,27.63,28.26,30.83,27.58
